CostRecordID,HotelID,MonthStart,CostCategory,BudgetGBP,ActualGBP,VarianceGBP
CST001375,HTL003,2026-02-01,Property & Insurance,10631.9,11217.22,585.32
CST001376,HTL003,2026-02-01,Technology & Systems,2514.14,2406.92,-107.21
CST001377,HTL003,2026-02-01,Other Operating Costs,6491.22,6897.35,406.13
CST001378,HTL004,2026-02-01,Payroll & Agency Staff,32553.29,32395.03,-158.26
CST001379,HTL004,2026-02-01,Utilities,6844.14,8324.61,1480.46
CST001380,HTL004,2026-02-01,Housekeeping Supplies,4499.2,4675.42,176.22
CST001381,HTL004,2026-02-01,Maintenance & Repairs,5388.02,6030.18,642.15
CST001382,HTL004,2026-02-01,Food & Beverage Supplies,10856.3,11920.24,1063.94
CST001383,HTL004,2026-02-01,Marketing,3996.04,3970.16,-25.88
CST001384,HTL004,2026-02-01,Property & Insurance,11782.23,11234.59,-547.64
CST001385,HTL004,2026-02-01,Technology & Systems,2775.97,2982.44,206.47
CST001386,HTL004,2026-02-01,Other Operating Costs,7452.56,7067.92,-384.65
CST001387,HTL005,2026-02-01,Payroll & Agency Staff,24437.99,22720.26,-1717.73
CST001388,HTL005,2026-02-01,Utilities,5028.94,6221.62,1192.68
CST001389,HTL005,2026-02-01,Housekeeping Supplies,3298.15,3498.38,200.22
CST001390,HTL005,2026-02-01,Maintenance & Repairs,4072.87,3799.88,-272.99
CST001391,HTL005,2026-02-01,Food & Beverage Supplies,7712.82,7111.25,-601.57
CST001392,HTL005,2026-02-01,Marketing,3060.96,3261.03,200.06
CST001393,HTL005,2026-02-01,Property & Insurance,8854.75,9842.08,987.33
CST001394,HTL005,2026-02-01,Technology & Systems,2094.75,2256.19,161.44
CST001395,HTL005,2026-02-01,Other Operating Costs,5691.96,5948.58,256.63
CST001396,HTL006,2026-02-01,Payroll & Agency Staff,25709.83,26486.04,776.21
CST001397,HTL006,2026-02-01,Utilities,4945.12,5238.02,292.9
CST001398,HTL006,2026-02-01,Housekeeping Supplies,3545.87,3827.59,281.72
CST001399,HTL006,2026-02-01,Maintenance & Repairs,4206.52,4242.95,36.42
CST001400,HTL006,2026-02-01,Food & Beverage Supplies,7907.97,8701.18,793.22
CST001401,HTL006,2026-02-01,Marketing,2975.69,3273.82,298.13
CST001402,HTL006,2026-02-01,Property & Insurance,9082.99,9233.01,150.03
CST001403,HTL006,2026-02-01,Technology & Systems,2275.03,2527.91,252.89
CST001404,HTL006,2026-02-01,Other Operating Costs,5839.81,5700.73,-139.08
CST001405,HTL001,2026-03-01,Payroll & Agency Staff,59202.82,55600.89,-3601.93
CST001406,HTL001,2026-03-01,Utilities,11475.65,10566.07,-909.59
CST001407,HTL001,2026-03-01,Housekeeping Supplies,7766.29,7996.2,229.91
CST001408,HTL001,2026-03-01,Maintenance & Repairs,9139.69,9037.55,-102.14
CST001409,HTL001,2026-03-01,Food & Beverage Supplies,19113.03,18148.93,-964.09
CST001410,HTL001,2026-03-01,Marketing,6693.91,8231.67,1537.76
CST001411,HTL001,2026-03-01,Property & Insurance,21104.6,21859.21,754.61
CST001412,HTL001,2026-03-01,Technology & Systems,5079.95,4894.77,-185.18
CST001413,HTL001,2026-03-01,Other Operating Costs,12599.11,12995.98,396.87
CST001414,HTL002,2026-03-01,Payroll & Agency Staff,39597.72,42267.1,2669.38
CST001415,HTL002,2026-03-01,Utilities,7644.38,7490.92,-153.46
CST001416,HTL002,2026-03-01,Housekeeping Supplies,4929.69,4945.87,16.18
CST001417,HTL002,2026-03-01,Maintenance & Repairs,6122.17,5764.41,-357.76
CST001418,HTL002,2026-03-01,Food & Beverage Supplies,11787.32,13124.38,1337.06
CST001419,HTL002,2026-03-01,Marketing,4371.74,5390.13,1018.39
CST001420,HTL002,2026-03-01,Property & Insurance,13704.05,12881.63,-822.42
CST001421,HTL002,2026-03-01,Technology & Systems,3320.03,3080.72,-239.32
CST001422,HTL002,2026-03-01,Other Operating Costs,8032.62,7797.62,-235
CST001423,HTL003,2026-03-01,Payroll & Agency Staff,31211.23,30088.22,-1123.02
CST001424,HTL003,2026-03-01,Utilities,6503.81,6321.98,-181.84
CST001425,HTL003,2026-03-01,Housekeeping Supplies,4379.52,4409.28,29.76
CST001426,HTL003,2026-03-01,Maintenance & Repairs,5031.38,5274.52,243.14
CST001427,HTL003,2026-03-01,Food & Beverage Supplies,10618.03,10149.42,-468.6
CST001428,HTL003,2026-03-01,Marketing,3930.26,4448.08,517.82
CST001429,HTL003,2026-03-01,Property & Insurance,11150.01,10422.63,-727.38
CST001430,HTL003,2026-03-01,Technology & Systems,2767.09,2986.01,218.92
CST001431,HTL003,2026-03-01,Other Operating Costs,6876.16,6650.75,-225.41
CST001432,HTL004,2026-03-01,Payroll & Agency Staff,37736.17,37597.17,-139
CST001433,HTL004,2026-03-01,Utilities,7369.19,7638.53,269.35
CST001434,HTL004,2026-03-01,Housekeeping Supplies,4828.54,5029.55,201.01
CST001435,HTL004,2026-03-01,Maintenance & Repairs,5609.61,6151.66,542.05
CST001436,HTL004,2026-03-01,Food & Beverage Supplies,11228.62,11283.31,54.69
CST001437,HTL004,2026-03-01,Marketing,4463.84,5239.6,775.76
CST001438,HTL004,2026-03-01,Property & Insurance,13165.61,14014.39,848.78
CST001439,HTL004,2026-03-01,Technology & Systems,2968.11,2747.49,-220.62
CST001440,HTL004,2026-03-01,Other Operating Costs,7850.8,8141.87,291.07
CST001441,HTL005,2026-03-01,Payroll & Agency Staff,27464.26,26555.88,-908.38
CST001442,HTL005,2026-03-01,Utilities,5462.22,6086.61,624.4
CST001443,HTL005,2026-03-01,Housekeeping Supplies,3527.97,3281.69,-246.27
CST001444,HTL005,2026-03-01,Maintenance & Repairs,4235.31,4239.94,4.63
CST001445,HTL005,2026-03-01,Food & Beverage Supplies,8951.36,8616.79,-334.56
CST001446,HTL005,2026-03-01,Marketing,3214.67,3901.45,686.78
CST001447,HTL005,2026-03-01,Property & Insurance,9967.73,9300.39,-667.34
CST001448,HTL005,2026-03-01,Technology & Systems,2371.18,2221.63,-149.55
CST001449,HTL005,2026-03-01,Other Operating Costs,5831.86,5375.35,-456.51
CST001450,HTL006,2026-03-01,Payroll & Agency Staff,28829.97,30468.26,1638.29
CST001451,HTL006,2026-03-01,Utilities,5581.49,5482.53,-98.95
CST001452,HTL006,2026-03-01,Housekeeping Supplies,3653.66,3804.83,151.17
CST001453,HTL006,2026-03-01,Maintenance & Repairs,4427.23,4055.63,-371.6
CST001454,HTL006,2026-03-01,Food & Beverage Supplies,9154.19,10149.89,995.7
CST001455,HTL006,2026-03-01,Marketing,3201.22,3482.81,281.59
CST001456,HTL006,2026-03-01,Property & Insurance,10191.89,9733.35,-458.55
CST001457,HTL006,2026-03-01,Technology & Systems,2425.31,2398.45,-26.86
CST001458,HTL006,2026-03-01,Other Operating Costs,6133.84,6847.29,713.45
CST001459,HTL001,2026-04-01,Payroll & Agency Staff,64189.59,66497.89,2308.3
CST001460,HTL001,2026-04-01,Utilities,11923.68,13097.23,1173.55
CST001461,HTL001,2026-04-01,Housekeeping Supplies,7944.99,8172.86,227.87
CST001462,HTL001,2026-04-01,Maintenance & Repairs,10269.17,11331.68,1062.51
CST001463,HTL001,2026-04-01,Food & Beverage Supplies,19328.61,17810.31,-1518.3
CST001464,HTL001,2026-04-01,Marketing,7712.39,9320.66,1608.27
CST001465,HTL001,2026-04-01,Property & Insurance,22543.88,22179.59,-364.29
CST001466,HTL001,2026-04-01,Technology & Systems,5109.84,5396,286.16
CST001467,HTL001,2026-04-01,Other Operating Costs,13190.59,12784.85,-405.74
CST001468,HTL002,2026-04-01,Payroll & Agency Staff,41674.8,42842.67,1167.87
CST001469,HTL002,2026-04-01,Utilities,8076.6,8439.52,362.92
CST001470,HTL002,2026-04-01,Housekeeping Supplies,5361.83,5996.25,634.42
CST001471,HTL002,2026-04-01,Maintenance & Repairs,6252.7,6894.71,642.02
CST001472,HTL002,2026-04-01,Food & Beverage Supplies,13430.37,13083.73,-346.64
CST001473,HTL002,2026-04-01,Marketing,4728.9,5464.39,735.49
CST001474,HTL002,2026-04-01,Property & Insurance,14153.02,13783.56,-369.46
CST001475,HTL002,2026-04-01,Technology & Systems,3561.68,3948.04,386.35
CST001476,HTL002,2026-04-01,Other Operating Costs,9105.93,8739.7,-366.24
CST001477,HTL003,2026-04-01,Payroll & Agency Staff,34254.68,34859.42,604.74
CST001478,HTL003,2026-04-01,Utilities,6948.39,6693.42,-254.97
CST001479,HTL003,2026-04-01,Housekeeping Supplies,4732.03,4720.43,-11.6
CST001480,HTL003,2026-04-01,Maintenance & Repairs,5507.8,5597.96,90.16
CST001481,HTL003,2026-04-01,Food & Beverage Supplies,10714.23,11918.51,1204.28
CST001482,HTL003,2026-04-01,Marketing,4010.79,4882.03,871.23
CST001483,HTL003,2026-04-01,Property & Insurance,12757.78,12775.33,17.56
CST001484,HTL003,2026-04-01,Technology & Systems,2997.93,3148.67,150.74
CST001485,HTL003,2026-04-01,Other Operating Costs,7463.18,7248.46,-214.72
CST001486,HTL004,2026-04-01,Payroll & Agency Staff,38199.04,37524.7,-674.35
CST001487,HTL004,2026-04-01,Utilities,8025.7,8296.94,271.24
CST001488,HTL004,2026-04-01,Housekeeping Supplies,5080.02,5584.9,504.87
CST001489,HTL004,2026-04-01,Maintenance & Repairs,6042.5,8311.34,2268.84
CST001490,HTL004,2026-04-01,Food & Beverage Supplies,12076.4,13195.38,1118.98
CST001491,HTL004,2026-04-01,Marketing,4791.84,5378.73,586.89
CST001492,HTL004,2026-04-01,Property & Insurance,13627.2,14589.39,962.19
CST001493,HTL004,2026-04-01,Technology & Systems,3349.92,3360.26,10.34
CST001494,HTL004,2026-04-01,Other Operating Costs,8272.12,8181.84,-90.29
CST001495,HTL005,2026-04-01,Payroll & Agency Staff,29857.65,30582.53,724.87
CST001496,HTL005,2026-04-01,Utilities,5857.47,6188.48,331.01
CST001497,HTL005,2026-04-01,Housekeeping Supplies,4007.67,3696.12,-311.55
CST001498,HTL005,2026-04-01,Maintenance & Repairs,4599.11,4956.89,357.78
CST001499,HTL005,2026-04-01,Food & Beverage Supplies,9409.26,9168.92,-240.34
CST001500,HTL005,2026-04-01,Marketing,3577.08,4278.65,701.57
CST001501,HTL005,2026-04-01,Property & Insurance,10256.39,9333.78,-922.62
CST001502,HTL005,2026-04-01,Technology & Systems,2521,2789.46,268.46
CST001503,HTL005,2026-04-01,Other Operating Costs,6554.62,6378.68,-175.94
CST001504,HTL006,2026-04-01,Payroll & Agency Staff,29092.37,28662.17,-430.2
CST001505,HTL006,2026-04-01,Utilities,5836.57,5444.2,-392.37
CST001506,HTL006,2026-04-01,Housekeeping Supplies,4061.85,4150.35,88.51
CST001507,HTL006,2026-04-01,Maintenance & Repairs,4893.32,4508.55,-384.77
CST001508,HTL006,2026-04-01,Food & Beverage Supplies,9514.51,8888.52,-625.99
CST001509,HTL006,2026-04-01,Marketing,3482.36,4062.59,580.23
CST001510,HTL006,2026-04-01,Property & Insurance,11145.31,10674.08,-471.23
CST001511,HTL006,2026-04-01,Technology & Systems,2593.42,2491.53,-101.88
CST001512,HTL006,2026-04-01,Other Operating Costs,6771.8,7367.75,595.95
CST001513,HTL001,2026-05-01,Payroll & Agency Staff,65745.88,63720.74,-2025.15
CST001514,HTL001,2026-05-01,Utilities,12967.16,13898.42,931.26
CST001515,HTL001,2026-05-01,Housekeeping Supplies,8837.44,9866.4,1028.96
CST001516,HTL001,2026-05-01,Maintenance & Repairs,10636.2,10986.95,350.74
CST001517,HTL001,2026-05-01,Food & Beverage Supplies,21731.35,23559.31,1827.96
CST001518,HTL001,2026-05-01,Marketing,7764.45,7669.92,-94.53
CST001519,HTL001,2026-05-01,Property & Insurance,23390.19,23038.58,-351.6
CST001520,HTL001,2026-05-01,Technology & Systems,5724.32,5821.2,96.88
CST001521,HTL001,2026-05-01,Other Operating Costs,14364.28,15690.06,1325.78
CST001522,HTL002,2026-05-01,Payroll & Agency Staff,45064.22,49607.17,4542.96
CST001523,HTL002,2026-05-01,Utilities,8526.45,9273.28,746.83
CST001524,HTL002,2026-05-01,Housekeeping Supplies,5925.49,5409.23,-516.25
CST001525,HTL002,2026-05-01,Maintenance & Repairs,6712.82,7382.02,669.2
CST001526,HTL002,2026-05-01,Food & Beverage Supplies,13309.67,13550.9,241.23
CST001527,HTL002,2026-05-01,Marketing,4981.15,5250.13,268.99
CST001528,HTL002,2026-05-01,Property & Insurance,15349.5,16586.99,1237.5
CST001529,HTL002,2026-05-01,Technology & Systems,3534.16,3431.1,-103.06
CST001530,HTL002,2026-05-01,Other Operating Costs,9531.3,10409.08,877.78
CST001531,HTL003,2026-05-01,Payroll & Agency Staff,35993.23,38243.79,2250.56
CST001532,HTL003,2026-05-01,Utilities,7219.09,7081.83,-137.26
CST001533,HTL003,2026-05-01,Housekeeping Supplies,4762.94,4549.65,-213.29
CST001534,HTL003,2026-05-01,Maintenance & Repairs,5911.48,6013.82,102.34
CST001535,HTL003,2026-05-01,Food & Beverage Supplies,11909.35,11760.28,-149.07
CST001536,HTL003,2026-05-01,Marketing,4447.74,4518.77,71.02
CST001537,HTL003,2026-05-01,Property & Insurance,12758.78,12340.66,-418.12
CST001538,HTL003,2026-05-01,Technology & Systems,3038.55,2899.63,-138.92
CST001539,HTL003,2026-05-01,Other Operating Costs,8344.84,8213.23,-131.61
CST001540,HTL004,2026-05-01,Payroll & Agency Staff,42771.11,46180.63,3409.52
CST001541,HTL004,2026-05-01,Utilities,8457.14,9264.12,806.98
CST001542,HTL004,2026-05-01,Housekeeping Supplies,5464.26,5199.46,-264.8
CST001543,HTL004,2026-05-01,Maintenance & Repairs,6464.74,7154.82,690.08
CST001544,HTL004,2026-05-01,Food & Beverage Supplies,13487.73,15022.04,1534.31
CST001545,HTL004,2026-05-01,Marketing,4903.02,4902.34,-0.68
CST001546,HTL004,2026-05-01,Property & Insurance,14459.01,14284.92,-174.1
CST001547,HTL004,2026-05-01,Technology & Systems,3493.79,3827.57,333.78
CST001548,HTL004,2026-05-01,Other Operating Costs,9332.87,10123.38,790.51
CST001549,HTL005,2026-05-01,Payroll & Agency Staff,30021.39,27814.76,-2206.63
CST001550,HTL005,2026-05-01,Utilities,6083.67,5788.14,-295.54
CST001551,HTL005,2026-05-01,Housekeeping Supplies,4123.58,3811.45,-312.13
CST001552,HTL005,2026-05-01,Maintenance & Repairs,4831.2,4693.25,-137.96
CST001553,HTL005,2026-05-01,Food & Beverage Supplies,9455.57,8892.24,-563.33
CST001554,HTL005,2026-05-01,Marketing,3755.05,3711.06,-43.99
CST001555,HTL005,2026-05-01,Property & Insurance,10821.05,10006.41,-814.64
CST001556,HTL005,2026-05-01,Technology & Systems,2666.05,2718.85,52.8
CST001557,HTL005,2026-05-01,Other Operating Costs,6829.6,7391.87,562.27
CST001558,HTL006,2026-05-01,Payroll & Agency Staff,32946.13,35712.52,2766.4
CST001559,HTL006,2026-05-01,Utilities,6540.42,6949.25,408.83
CST001560,HTL006,2026-05-01,Housekeeping Supplies,4194.57,4254.6,60.03
CST001561,HTL006,2026-05-01,Maintenance & Repairs,4863.04,4618.68,-244.36
CST001562,HTL006,2026-05-01,Food & Beverage Supplies,10219.58,9447.66,-771.92
CST001563,HTL006,2026-05-01,Marketing,3741.38,4096.76,355.38
CST001564,HTL006,2026-05-01,Property & Insurance,11214.8,12002.66,787.86
CST001565,HTL006,2026-05-01,Technology & Systems,2584.72,2886.1,301.38
CST001566,HTL006,2026-05-01,Other Operating Costs,7122.53,7714.01,591.48
CST001567,HTL001,2026-06-01,Payroll & Agency Staff,69770.58,73516.19,3745.61
CST001568,HTL001,2026-06-01,Utilities,13237.81,12399.32,-838.49
CST001569,HTL001,2026-06-01,Housekeeping Supplies,8885.17,8287.42,-597.75
CST001570,HTL001,2026-06-01,Maintenance & Repairs,11120.95,11777.93,656.98
CST001571,HTL001,2026-06-01,Food & Beverage Supplies,21183.01,19527.51,-1655.5
CST001572,HTL001,2026-06-01,Marketing,8282.99,8345.46,62.47
CST001573,HTL001,2026-06-01,Property & Insurance,25595.91,23956.83,-1639.08
CST001574,HTL001,2026-06-01,Technology & Systems,5929.69,5831.53,-98.16
CST001575,HTL001,2026-06-01,Other Operating Costs,15661.26,15861.44,200.18
CST001576,HTL002,2026-06-01,Payroll & Agency Staff,45346.84,48859.09,3512.25
CST001577,HTL002,2026-06-01,Utilities,8966.03,8948.36,-17.67
CST001578,HTL002,2026-06-01,Housekeeping Supplies,5893.91,6042.11,148.19
CST001579,HTL002,2026-06-01,Maintenance & Repairs,7077.28,7683.06,605.78
CST001580,HTL002,2026-06-01,Food & Beverage Supplies,13866.04,14533,666.95
CST001581,HTL002,2026-06-01,Marketing,5387.21,5023.94,-363.27
CST001582,HTL002,2026-06-01,Property & Insurance,15604.72,14746.69,-858.03
CST001583,HTL002,2026-06-01,Technology & Systems,3821.71,3896.1,74.38
CST001584,HTL002,2026-06-01,Other Operating Costs,10042.48,10819.79,777.32
CST001585,HTL003,2026-06-01,Payroll & Agency Staff,37054.57,40625.65,3571.08
CST001586,HTL003,2026-06-01,Utilities,7529.9,7622.69,92.79
CST001587,HTL003,2026-06-01,Housekeeping Supplies,5167.98,4945.88,-222.1
CST001588,HTL003,2026-06-01,Maintenance & Repairs,6213.82,6389.84,176.03
CST001589,HTL003,2026-06-01,Food & Beverage Supplies,11703.45,12002.39,298.94
CST001590,HTL003,2026-06-01,Marketing,4390.25,4487.88,97.63
CST001591,HTL003,2026-06-01,Property & Insurance,14020.02,13442.79,-577.23
CST001592,HTL003,2026-06-01,Technology & Systems,3282.79,3388.27,105.48
CST001593,HTL003,2026-06-01,Other Operating Costs,8244.62,8795.64,551.02
CST001594,HTL004,2026-06-01,Payroll & Agency Staff,43689.77,46635.3,2945.53
CST001595,HTL004,2026-06-01,Utilities,8841.87,9885.78,1043.91
CST001596,HTL004,2026-06-01,Housekeeping Supplies,5928.8,6425.49,496.69
CST001597,HTL004,2026-06-01,Maintenance & Repairs,6681.73,6540.92,-140.81
CST001598,HTL004,2026-06-01,Food & Beverage Supplies,13986.85,13885.78,-101.06
CST001599,HTL004,2026-06-01,Marketing,5094.08,5193.4,99.32
CST001600,HTL004,2026-06-01,Property & Insurance,15004.89,16406.6,1401.71
CST001601,HTL004,2026-06-01,Technology & Systems,3652.97,3761.04,108.07
CST001602,HTL004,2026-06-01,Other Operating Costs,9772.29,9864.74,92.45
CST001603,HTL005,2026-06-01,Payroll & Agency Staff,32879.05,32183.42,-695.63
CST001604,HTL005,2026-06-01,Utilities,6239.63,5974.67,-264.97
CST001605,HTL005,2026-06-01,Housekeeping Supplies,4309.35,4123.16,-186.18
CST001606,HTL005,2026-06-01,Maintenance & Repairs,5061.12,4892.11,-169.01
CST001607,HTL005,2026-06-01,Food & Beverage Supplies,10425.25,10313.23,-112.02
CST001608,HTL005,2026-06-01,Marketing,3862.11,4074.26,212.15
CST001609,HTL005,2026-06-01,Property & Insurance,11483.66,10927.67,-555.99
CST001610,HTL005,2026-06-01,Technology & Systems,2726.34,2895.16,168.82
CST001611,HTL005,2026-06-01,Other Operating Costs,7151.25,7997.42,846.16
CST001612,HTL006,2026-06-01,Payroll & Agency Staff,33044.81,30677.13,-2367.69
CST001613,HTL006,2026-06-01,Utilities,6624.35,6981.27,356.93
CST001614,HTL006,2026-06-01,Housekeeping Supplies,4308.38,4788.32,479.94
CST001615,HTL006,2026-06-01,Maintenance & Repairs,5102.14,5274.02,171.88
CST001616,HTL006,2026-06-01,Food & Beverage Supplies,10465.74,10658.82,193.08
CST001617,HTL006,2026-06-01,Marketing,4111.89,4200.82,88.93
CST001618,HTL006,2026-06-01,Property & Insurance,11664.1,11829.1,165.01
CST001619,HTL006,2026-06-01,Technology & Systems,2811.95,2961.86,149.91
CST001620,HTL006,2026-06-01,Other Operating Costs,7170.68,7120.02,-50.66
CST001621,HTL001,2026-07-01,Payroll & Agency Staff,70427.56,64279.01,-6148.55
CST001622,HTL001,2026-07-01,Utilities,14696.93,15004.17,307.23
CST001623,HTL001,2026-07-01,Housekeeping Supplies,9971.49,9615.17,-356.32
CST001624,HTL001,2026-07-01,Maintenance & Repairs,11755.39,12697.02,941.64
CST001625,HTL001,2026-07-01,Food & Beverage Supplies,23688.1,25990.52,2302.42
CST001626,HTL001,2026-07-01,Marketing,8495.07,8038.62,-456.45
CST001627,HTL001,2026-07-01,Property & Insurance,25715.14,24620.48,-1094.66
CST001628,HTL001,2026-07-01,Technology & Systems,6061.23,6087.16,25.93
CST001629,HTL001,2026-07-01,Other Operating Costs,15571.43,14999.61,-571.82
CST001630,HTL002,2026-07-01,Payroll & Agency Staff,47412.83,49936.95,2524.12
CST001631,HTL002,2026-07-01,Utilities,9396.74,9914.23,517.48
CST001632,HTL002,2026-07-01,Housekeeping Supplies,6114.37,5861.76,-252.6
CST001633,HTL002,2026-07-01,Maintenance & Repairs,7519.61,7383.49,-136.12
CST001634,HTL002,2026-07-01,Food & Beverage Supplies,14565.82,14881.89,316.07
CST001635,HTL002,2026-07-01,Marketing,5529.99,5478.28,-51.71
CST001636,HTL002,2026-07-01,Property & Insurance,17064.83,17546.62,481.79
CST001637,HTL002,2026-07-01,Technology & Systems,4032.9,4289.63,256.73
CST001638,HTL002,2026-07-01,Other Operating Costs,10831.73,11644.92,813.2
CST001639,HTL003,2026-07-01,Payroll & Agency Staff,40059.15,40066.07,6.92
CST001640,HTL003,2026-07-01,Utilities,8220.94,9154.16,933.22
CST001641,HTL003,2026-07-01,Housekeeping Supplies,5521.6,5688.25,166.65
CST001642,HTL003,2026-07-01,Maintenance & Repairs,6353.06,10246.87,3893.81
CST001643,HTL003,2026-07-01,Food & Beverage Supplies,12985.12,13173.76,188.64
CST001644,HTL003,2026-07-01,Marketing,4967.74,5226.48,258.75
CST001645,HTL003,2026-07-01,Property & Insurance,14898.75,14250.58,-648.17
CST001646,HTL003,2026-07-01,Technology & Systems,3349.07,3072.07,-277
CST001647,HTL003,2026-07-01,Other Operating Costs,8959.9,9456.79,496.88
CST001648,HTL004,2026-07-01,Payroll & Agency Staff,47680.67,46157.39,-1523.28
CST001649,HTL004,2026-07-01,Utilities,9068.07,8733.27,-334.81
CST001650,HTL004,2026-07-01,Housekeeping Supplies,6145.11,5910.12,-234.99
CST001651,HTL004,2026-07-01,Maintenance & Repairs,7168.45,7770.67,602.22
CST001652,HTL004,2026-07-01,Food & Beverage Supplies,14960.96,14585.06,-375.9
CST001653,HTL004,2026-07-01,Marketing,5350.29,5321.4,-28.89
CST001654,HTL004,2026-07-01,Property & Insurance,16209.51,18105.24,1895.73
CST001655,HTL004,2026-07-01,Technology & Systems,4015.55,3956.72,-58.83
CST001656,HTL004,2026-07-01,Other Operating Costs,9798.69,10077.91,279.22
CST001657,HTL005,2026-07-01,Payroll & Agency Staff,33163.31,31944.86,-1218.46
CST001658,HTL005,2026-07-01,Utilities,6958.86,7614.48,655.62
CST001659,HTL005,2026-07-01,Housekeeping Supplies,4433.07,4454.72,21.65
CST001660,HTL005,2026-07-01,Maintenance & Repairs,5446.74,5254.44,-192.3
CST001661,HTL005,2026-07-01,Food & Beverage Supplies,10748.81,10384.26,-364.55
CST001662,HTL005,2026-07-01,Marketing,4183.07,4682.85,499.78
CST001663,HTL005,2026-07-01,Property & Insurance,12455.27,13791.22,1335.95
CST001664,HTL005,2026-07-01,Technology & Systems,2787.12,3077.03,289.91
CST001665,HTL005,2026-07-01,Other Operating Costs,7643.07,8552.57,909.5
CST001666,HTL006,2026-07-01,Payroll & Agency Staff,36197.5,35881.35,-316.15
CST001667,HTL006,2026-07-01,Utilities,7019.21,7078.59,59.38
CST001668,HTL006,2026-07-01,Housekeeping Supplies,4565.8,4175.72,-390.08
CST001669,HTL006,2026-07-01,Maintenance & Repairs,5425.07,5191.65,-233.41
CST001670,HTL006,2026-07-01,Food & Beverage Supplies,11049.18,11907.65,858.47
CST001671,HTL006,2026-07-01,Marketing,4021.9,4139.35,117.44
CST001672,HTL006,2026-07-01,Property & Insurance,12751.23,12449.34,-301.89
CST001673,HTL006,2026-07-01,Technology & Systems,2983.34,2747.15,-236.19
CST001674,HTL006,2026-07-01,Other Operating Costs,7945.31,7492.87,-452.44
CST001675,HTL001,2026-08-01,Payroll & Agency Staff,77442.66,72564.72,-4877.94
CST001676,HTL001,2026-08-01,Utilities,14792.01,16269.64,1477.64
CST001677,HTL001,2026-08-01,Housekeeping Supplies,9894.43,10995.82,1101.39
CST001678,HTL001,2026-08-01,Maintenance & Repairs,12151.5,11336.08,-815.42
CST001679,HTL001,2026-08-01,Food & Beverage Supplies,24151.81,23612.82,-538.99
CST001680,HTL001,2026-08-01,Marketing,9140,9831.58,691.57
CST001681,HTL001,2026-08-01,Property & Insurance,25990.53,23791.38,-2199.15
CST001682,HTL001,2026-08-01,Technology & Systems,6272.02,5864.05,-407.98
CST001683,HTL001,2026-08-01,Other Operating Costs,16934.88,16084.85,-850.03
CST001684,HTL002,2026-08-01,Payroll & Agency Staff,50853.83,51294.73,440.9
CST001685,HTL002,2026-08-01,Utilities,9505.43,8958.18,-547.24
CST001686,HTL002,2026-08-01,Housekeeping Supplies,6421.61,6712.22,290.61
CST001687,HTL002,2026-08-01,Maintenance & Repairs,7713.99,7463.93,-250.06
CST001688,HTL002,2026-08-01,Food & Beverage Supplies,15778.41,15063.32,-715.09
CST001689,HTL002,2026-08-01,Marketing,5701.79,5980.55,278.76
CST001690,HTL002,2026-08-01,Property & Insurance,18148.36,17973.79,-174.57
CST001691,HTL002,2026-08-01,Technology & Systems,4174.6,3999.46,-175.15
CST001692,HTL002,2026-08-01,Other Operating Costs,10378.71,10811.01,432.3
CST001693,HTL003,2026-08-01,Payroll & Agency Staff,41360.42,46039.33,4678.91
CST001694,HTL003,2026-08-01,Utilities,8471.76,8331.11,-140.65
CST001695,HTL003,2026-08-01,Housekeeping Supplies,5480.4,5436.16,-44.24
CST001696,HTL003,2026-08-01,Maintenance & Repairs,6672.3,6609.08,-63.21
CST001697,HTL003,2026-08-01,Food & Beverage Supplies,13137.41,12727.73,-409.69
CST001698,HTL003,2026-08-01,Marketing,4824.47,5013.31,188.84
CST001699,HTL003,2026-08-01,Property & Insurance,15129.23,13952.47,-1176.76
CST001700,HTL003,2026-08-01,Technology & Systems,3397.22,3186.7,-210.52
CST001701,HTL003,2026-08-01,Other Operating Costs,9304.16,9003.53,-300.62
CST001702,HTL004,2026-08-01,Payroll & Agency Staff,45647.87,44040.83,-1607.04
CST001703,HTL004,2026-08-01,Utilities,9182.13,9978.04,795.92
CST001704,HTL004,2026-08-01,Housekeeping Supplies,6364.89,5960.54,-404.35
CST001705,HTL004,2026-08-01,Maintenance & Repairs,7630.92,8416.72,785.8
CST001706,HTL004,2026-08-01,Food & Beverage Supplies,14968.95,14725.96,-242.99
CST001707,HTL004,2026-08-01,Marketing,5683.6,6136.58,452.98
CST001708,HTL004,2026-08-01,Property & Insurance,16610.72,16433.88,-176.83
CST001709,HTL004,2026-08-01,Technology & Systems,4035.09,3679.58,-355.52
CST001710,HTL004,2026-08-01,Other Operating Costs,10126.34,10810.52,684.19
CST001711,HTL005,2026-08-01,Payroll & Agency Staff,36382.32,34458.91,-1923.41
CST001712,HTL005,2026-08-01,Utilities,6757.56,6576.78,-180.78
CST001713,HTL005,2026-08-01,Housekeeping Supplies,4647.18,4601.29,-45.89
CST001714,HTL005,2026-08-01,Maintenance & Repairs,5719.15,5790.11,70.96
CST001715,HTL005,2026-08-01,Food & Beverage Supplies,10736.58,11542.24,805.66
CST001716,HTL005,2026-08-01,Marketing,4267.44,4769.18,501.74
CST001717,HTL005,2026-08-01,Property & Insurance,12862.59,12658.33,-204.27
CST001718,HTL005,2026-08-01,Technology & Systems,2962.3,3076.29,113.98
