ReviewID,BookingID,HotelID,GuestID,ReviewDate,ReviewSource,OverallScore,CleanlinessScore,ServiceScore,LocationScore,ValueScore,ReviewTitle,ManagementResponseSent
REV000883,BKG003290,HTL006,GST00133,2025-11-26,Post-stay Survey,4.3,3.9,4.3,5,4.6,Very comfortable,Yes
REV000884,BKG003293,HTL003,GST01735,2024-10-25,Booking.com,4.5,4.1,4.7,4.5,4.4,Very comfortable,Yes
REV000885,BKG003298,HTL001,GST00584,2026-07-12,Booking.com,5,5,4.7,4.2,4.5,Friendly team,Yes
REV000886,BKG003302,HTL001,GST00601,2026-02-14,Expedia,5,5,5,4.3,4.8,Friendly team,Yes
REV000887,BKG003311,HTL003,GST01241,2025-12-29,Post-stay Survey,3.7,4.3,3.6,3.7,4.1,Good overall,Yes
REV000888,BKG003317,HTL001,GST01776,2024-03-20,Booking.com,4.7,5,4.7,4.6,4.6,Great stay,Yes
REV000889,BKG003324,HTL006,GST02020,2026-08-04,Tripadvisor,4.7,4.5,5,4.5,4.4,Would stay again,Yes
REV000890,BKG003334,HTL005,GST00225,2024-08-15,Expedia,4.4,4.4,3.8,3.9,4.5,Good business stay,Yes
REV000891,BKG003336,HTL005,GST00305,2024-06-11,Expedia,3.4,2.7,2.9,3,3,Convenient hotel,Yes
REV000892,BKG003337,HTL006,GST00512,2026-08-09,Expedia,4.3,4.7,4.1,4.4,3.7,Friendly team,Yes
REV000893,BKG003340,HTL001,GST00892,2026-08-14,Booking.com,5,5,4.2,4.3,4.8,Great stay,Yes
REV000894,BKG003347,HTL002,GST00755,2026-04-15,Booking.com,4.6,4.8,5,4.5,5,Very comfortable,No
REV000895,BKG003355,HTL005,GST01652,2024-09-20,Google,4,4.5,3.5,4.4,4.7,Comfortable stay,No
REV000896,BKG003363,HTL002,GST00369,2026-01-05,Google,4,4.2,4.5,4.2,4.1,Solid city break,Yes
REV000897,BKG003366,HTL001,GST02091,2025-07-21,Expedia,3.8,3.6,4.4,4,3.9,Comfortable stay,Yes
REV000898,BKG003368,HTL006,GST01202,2025-05-10,Google,4.9,5,5,4.7,4.3,Very comfortable,Yes
REV000899,BKG003370,HTL004,GST00726,2025-01-30,Booking.com,3.7,4.1,3.7,3.9,4.4,Good overall,No
REV000900,BKG003373,HTL001,GST00076,2026-05-21,Post-stay Survey,4.1,4.3,3.8,4.3,4.3,Fine for a short stay,Yes
REV000901,BKG003374,HTL002,GST01853,2024-06-04,Google,5,5,5,4.6,5,Clean and convenient,Yes
REV000902,BKG003375,HTL002,GST00985,2026-01-04,Post-stay Survey,4.4,4,3.8,4.9,4.8,Good business stay,Yes
REV000903,BKG003377,HTL004,GST00875,2026-06-27,Google,4.5,4.2,3.9,4.2,4.4,Good business stay,Yes
REV000904,BKG003380,HTL006,GST00081,2025-10-04,Post-stay Survey,3.9,3.2,4.5,4.4,3.7,Mostly positive,No
REV000905,BKG003388,HTL002,GST00231,2026-05-09,Google,4.5,4.5,5,4.8,4.2,Very comfortable,No
REV000906,BKG003396,HTL002,GST00653,2024-07-04,Post-stay Survey,4.4,4,4.1,4.4,4,Excellent location,Yes
REV000907,BKG003401,HTL004,GST02206,2026-05-05,Expedia,5,4.6,4.9,4.8,5,Great stay,Yes
REV000908,BKG003402,HTL002,GST00169,2026-05-18,Expedia,4.2,4.4,4,4.5,4,Very comfortable,Yes
REV000909,BKG003409,HTL003,GST00696,2024-06-19,Google,4.7,4.7,5,4.4,5,Excellent location,Yes
REV000910,BKG003417,HTL001,GST01196,2025-03-11,Google,3.1,2.7,3.2,3.2,3.5,Disappointing stay,Yes
REV000911,BKG003420,HTL002,GST01263,2025-04-28,Booking.com,3.9,3.1,4.2,4.4,3.2,Mostly positive,Yes
REV000912,BKG003423,HTL006,GST00371,2024-02-01,Post-stay Survey,4.1,4,4.1,4.6,3.8,Comfortable stay,Yes
REV000913,BKG003424,HTL001,GST00043,2025-07-01,Google,4.5,4.6,4.4,4.8,5,Lovely weekend,Yes
REV000914,BKG003425,HTL004,GST01199,2025-11-17,Google,4.5,4,4.3,4.9,5,Very comfortable,Yes
REV000915,BKG003426,HTL001,GST00391,2024-12-24,Expedia,3.6,3.8,4.2,4,3.7,Mostly positive,Yes
REV000916,BKG003436,HTL005,GST01697,2026-07-01,Booking.com,4.3,4.4,3.9,4.3,4.3,Very comfortable,Yes
REV000917,BKG003444,HTL003,GST01450,2024-08-18,Tripadvisor,3.7,4,2.7,3.5,3.6,Solid city break,Yes
REV000918,BKG003452,HTL003,GST00018,2024-10-20,Post-stay Survey,3.2,2.8,2.7,3.3,2.8,Comfortable stay,Yes
REV000919,BKG003454,HTL001,GST00256,2024-07-18,Expedia,4.3,4.3,4.2,4.5,3.8,Great stay,No
REV000920,BKG003455,HTL002,GST00389,2024-12-18,Booking.com,4.3,4.6,4.5,4.2,4.2,Clean and convenient,Yes
REV000921,BKG003461,HTL001,GST00751,2024-03-31,Tripadvisor,4.7,4.7,5,4.6,5,Excellent location,Yes
REV000922,BKG003467,HTL001,GST00884,2024-06-11,Google,5,4.4,4.5,5,4.8,Would stay again,No
REV000923,BKG003473,HTL002,GST02151,2025-10-13,Post-stay Survey,4.1,4.3,4,4.3,3.5,Good overall,Yes
REV000924,BKG003474,HTL003,GST01569,2024-10-31,Google,3.9,4.6,4.2,3.8,4.4,Mostly positive,No
REV000925,BKG003475,HTL001,GST00357,2025-10-11,Expedia,3.4,3.3,3.7,3.6,2.7,Fine for a short stay,Yes
REV000926,BKG003478,HTL003,GST01070,2024-04-24,Google,3.3,3.3,2.9,3.6,3,Mostly positive,No
REV000927,BKG003482,HTL004,GST00285,2024-03-31,Post-stay Survey,4.4,3.9,3.7,4.6,3.8,Good business stay,Yes
REV000928,BKG003485,HTL002,GST01069,2026-09-10,Tripadvisor,4,4.2,3.7,4.1,3.9,Fine for a short stay,Yes
REV000929,BKG003488,HTL002,GST00043,2025-03-16,Post-stay Survey,3.9,4,3.7,4.5,4.5,Mostly positive,Yes
REV000930,BKG003492,HTL002,GST00130,2026-01-02,Booking.com,4.5,5,3.6,3.9,5,Friendly team,No
REV000931,BKG003497,HTL003,GST01783,2026-06-17,Booking.com,4.3,4.6,5,4.6,3.6,Lovely weekend,Yes
REV000932,BKG003498,HTL004,GST02289,2026-08-15,Expedia,4.8,5,5,4.2,4.2,Good business stay,Yes
REV000933,BKG003503,HTL004,GST00673,2024-09-06,Booking.com,3.5,3.4,3.1,3.4,3.6,Comfortable stay,No
REV000934,BKG003505,HTL001,GST00780,2025-03-12,Expedia,5,5,4.5,4.9,4.6,Good business stay,No
REV000935,BKG003514,HTL001,GST00081,2025-05-21,Post-stay Survey,4.4,4.9,4.4,4.2,4.7,Lovely weekend,Yes
REV000936,BKG003520,HTL002,GST00408,2024-07-21,Post-stay Survey,4.1,4.3,4.5,4.4,3.5,Convenient hotel,Yes
REV000937,BKG003521,HTL003,GST00952,2025-06-20,Tripadvisor,4,4,4.1,3.6,4.6,Mostly positive,Yes
REV000938,BKG003523,HTL002,GST01630,2024-04-01,Tripadvisor,4.3,3.9,4.2,4.7,4.8,Great stay,Yes
REV000939,BKG003525,HTL001,GST01569,2026-06-29,Booking.com,4.1,4,4,4.4,3.6,Fine for a short stay,No
REV000940,BKG003526,HTL003,GST00742,2025-03-01,Post-stay Survey,3.8,4.1,3.5,4.6,4.3,Convenient hotel,Yes
REV000941,BKG003527,HTL004,GST00749,2025-08-10,Post-stay Survey,5,5,5,4.5,5,Excellent location,Yes
REV000942,BKG003532,HTL001,GST00733,2026-01-04,Booking.com,5,5,5,4.9,4.9,Friendly team,Yes
REV000943,BKG003535,HTL001,GST01030,2024-09-28,Expedia,5,5,5,4.7,5,Very comfortable,No
REV000944,BKG003539,HTL004,GST02127,2026-07-26,Booking.com,4.3,4,3.8,4.3,4.3,Very comfortable,Yes
REV000945,BKG003541,HTL002,GST02139,2025-04-13,Tripadvisor,4.7,4.7,4.6,4.8,4.1,Clean and convenient,Yes
REV000946,BKG003550,HTL006,GST01083,2024-09-21,Expedia,4.3,4.1,5,4.5,4.2,Very comfortable,Yes
REV000947,BKG003551,HTL001,GST01195,2026-07-05,Expedia,4.6,4.9,3.9,4.7,3.7,Lovely weekend,Yes
REV000948,BKG003552,HTL003,GST00754,2024-08-08,Expedia,5,5,4,5,5,Friendly team,Yes
REV000949,BKG003558,HTL006,GST00864,2026-08-15,Post-stay Survey,4.5,4.5,4.2,4.6,4.6,Would stay again,Yes
REV000950,BKG003566,HTL002,GST00038,2026-04-27,Expedia,4.8,5,4.5,4.8,5,Excellent location,Yes
REV000951,BKG003568,HTL002,GST01233,2024-08-27,Booking.com,4.8,5,4.7,5,5,Friendly team,Yes
REV000952,BKG003571,HTL006,GST00725,2024-07-01,Booking.com,4.3,4.8,5,4.8,4.7,Very comfortable,Yes
REV000953,BKG003572,HTL005,GST00840,2025-11-10,Booking.com,4.7,4.9,4.3,4.4,4.6,Very comfortable,Yes
REV000954,BKG003575,HTL001,GST01018,2025-11-20,Booking.com,4.2,4.1,4.8,4,3.9,Good business stay,Yes
REV000955,BKG003585,HTL006,GST01623,2025-11-27,Tripadvisor,3.6,3.8,3.7,3.8,3.1,Good overall,Yes
REV000956,BKG003594,HTL006,GST00201,2024-05-19,Booking.com,5,4.7,5,4.8,4.4,Would stay again,Yes
REV000957,BKG003597,HTL004,GST00458,2026-08-05,Google,5,5,4.8,4.4,5,Good business stay,Yes
REV000958,BKG003598,HTL005,GST01335,2025-10-28,Expedia,3.9,4,4.7,4.2,3.5,Fine for a short stay,Yes
REV000959,BKG003600,HTL002,GST01618,2024-10-05,Post-stay Survey,5,5,5,5,4.5,Excellent location,Yes
REV000960,BKG003603,HTL004,GST01722,2024-08-03,Post-stay Survey,4,4.7,3.7,3.8,3.8,Convenient hotel,Yes
REV000961,BKG003604,HTL004,GST01986,2025-06-19,Tripadvisor,4.6,4.2,5,4.5,5,Lovely weekend,Yes
REV000962,BKG003605,HTL001,GST00979,2026-05-06,Booking.com,4,4.6,3.6,4.3,3.9,Comfortable stay,Yes
REV000963,BKG003606,HTL006,GST00129,2025-02-19,Expedia,4.8,5,4.1,5,4.7,Lovely weekend,Yes
REV000964,BKG003610,HTL005,GST01459,2025-07-02,Expedia,4.1,4.1,3.3,4,4.4,Good overall,Yes
REV000965,BKG003614,HTL004,GST01539,2025-08-27,Booking.com,3.9,3.5,3.9,3.9,4.3,Good overall,No
REV000966,BKG003617,HTL001,GST00378,2025-09-23,Booking.com,4,4,3.7,4.8,4,Mostly positive,No
REV000967,BKG003623,HTL004,GST00494,2025-04-19,Booking.com,4.6,4.8,4.8,5,4,Very comfortable,Yes
REV000968,BKG003632,HTL002,GST01336,2025-09-04,Expedia,4.6,4.9,4.5,4.4,4.4,Friendly team,Yes
REV000969,BKG003635,HTL005,GST01162,2025-05-26,Post-stay Survey,4.4,4.8,4,4.7,5,Clean and convenient,Yes
REV000970,BKG003636,HTL005,GST00917,2025-03-22,Post-stay Survey,3.8,4.2,2.8,4.5,4.1,Convenient hotel,Yes
REV000971,BKG003638,HTL004,GST01302,2024-05-14,Booking.com,4.1,4.1,4.3,3.7,3.8,Good overall,Yes
REV000972,BKG003640,HTL001,GST01979,2024-11-27,Booking.com,4.8,4.8,5,4.4,5,Clean and convenient,Yes
REV000973,BKG003651,HTL005,GST01721,2024-06-27,Tripadvisor,4,3.8,3.9,4,3.5,Solid city break,Yes
REV000974,BKG003654,HTL004,GST00475,2025-09-02,Post-stay Survey,4.9,4.5,4.5,4.4,4.6,Friendly team,No
REV000975,BKG003659,HTL005,GST00831,2024-06-22,Post-stay Survey,3.6,3.8,3.6,3.8,3.4,Comfortable stay,Yes
REV000976,BKG003663,HTL002,GST01187,2024-02-21,Expedia,4,4.4,3.9,4.4,3.5,Mostly positive,Yes
REV000977,BKG003664,HTL003,GST00382,2024-01-26,Expedia,3.5,4.1,4,3.4,3.4,Solid city break,Yes
REV000978,BKG003666,HTL002,GST01116,2024-02-06,Post-stay Survey,5,5,5,4.6,4.9,Lovely weekend,Yes
REV000979,BKG003672,HTL004,GST02121,2024-12-22,Tripadvisor,4.2,3.4,3.8,4.5,3.5,Very comfortable,Yes
REV000980,BKG003673,HTL003,GST01841,2025-11-12,Booking.com,2.9,3,3.3,3,3,Needs improvement,Yes
REV000981,BKG003675,HTL002,GST00293,2025-07-06,Booking.com,4.5,4.3,3.9,4.9,3.7,Very comfortable,Yes
REV000982,BKG003676,HTL004,GST01018,2024-06-08,Booking.com,4.9,5,5,4.1,4.2,Friendly team,Yes
REV000983,BKG003679,HTL003,GST00992,2026-05-28,Booking.com,4.3,4.9,3.9,4.4,4.9,Very comfortable,Yes
REV000984,BKG003681,HTL003,GST02237,2026-06-27,Tripadvisor,3.5,3.7,3.2,4.2,3.8,Good overall,Yes
REV000985,BKG003699,HTL004,GST01133,2025-05-09,Google,5,4.7,5,4.9,5,Lovely weekend,Yes
REV000986,BKG003700,HTL001,GST02199,2026-07-05,Booking.com,4.3,4.3,4.1,4.3,4.3,Clean and convenient,Yes
REV000987,BKG003703,HTL003,GST02258,2025-09-10,Expedia,3.7,4.3,4.2,3.9,3.8,Solid city break,Yes
REV000988,BKG003704,HTL003,GST00178,2024-08-22,Expedia,3.7,4.3,3.4,4.6,3.6,Good overall,Yes
REV000989,BKG003709,HTL006,GST01829,2024-03-22,Booking.com,4,4.5,4,3.6,3.6,Good overall,Yes
REV000990,BKG003713,HTL004,GST00089,2024-09-29,Post-stay Survey,4,4.1,4.4,4.3,3.5,Convenient hotel,No
REV000991,BKG003721,HTL005,GST00007,2026-02-24,Expedia,3.8,3.9,3.9,4.3,3.4,Comfortable stay,Yes
REV000992,BKG003727,HTL004,GST00109,2024-08-26,Booking.com,5,5,5,4.6,4.6,Friendly team,Yes
REV000993,BKG003730,HTL004,GST01323,2026-03-04,Tripadvisor,4.1,3.5,4.1,4.3,4.7,Solid city break,Yes
REV000994,BKG003736,HTL001,GST00892,2024-10-05,Tripadvisor,4.3,4.1,4.8,4.3,3.9,Lovely weekend,Yes
REV000995,BKG003742,HTL004,GST00061,2026-01-30,Tripadvisor,4.2,5,3.8,4.5,4.5,Lovely weekend,Yes
REV000996,BKG003744,HTL006,GST01872,2026-08-20,Tripadvisor,3.3,3,2.7,3.1,3.9,Fine for a short stay,Yes
REV000997,BKG003745,HTL005,GST00237,2024-06-26,Post-stay Survey,3.4,3.7,3.3,3,3.5,Solid city break,Yes
REV000998,BKG003747,HTL004,GST00078,2026-02-27,Google,4.4,3.6,4.6,4.5,4.3,Friendly team,Yes
REV000999,BKG003750,HTL005,GST00411,2026-05-21,Post-stay Survey,3.6,4,4.1,3.3,3.8,Comfortable stay,No
REV001000,BKG003751,HTL005,GST00684,2024-11-03,Tripadvisor,4.2,3.9,4.3,4.4,3.7,Clean and convenient,No
REV001001,BKG003762,HTL002,GST01028,2024-12-31,Tripadvisor,3.9,3.9,3.9,4.3,4,Mostly positive,Yes
REV001002,BKG003764,HTL005,GST00006,2024-05-04,Post-stay Survey,4.6,4.3,4.5,5,5,Lovely weekend,Yes
REV001003,BKG003765,HTL005,GST01527,2024-12-12,Post-stay Survey,4.1,4.3,3.4,4.3,4.7,Fine for a short stay,Yes
REV001004,BKG003772,HTL005,GST01493,2025-10-10,Google,5,5,5,4.4,4.9,Clean and convenient,Yes
REV001005,BKG003774,HTL001,GST01272,2025-03-22,Google,4,3.8,3.5,4.4,4.8,Mostly positive,Yes
REV001006,BKG003781,HTL006,GST01251,2025-06-27,Tripadvisor,4.1,4.4,3.3,3.9,3.6,Solid city break,Yes
REV001007,BKG003782,HTL001,GST01542,2026-08-13,Post-stay Survey,3.7,3.5,3,4.3,3.6,Mostly positive,Yes
REV001008,BKG003787,HTL005,GST00055,2025-10-24,Post-stay Survey,3.8,3.7,3.7,4,4.1,Solid city break,Yes
REV001009,BKG003790,HTL004,GST00177,2024-06-27,Post-stay Survey,4.4,4.4,4.9,5,4.9,Good business stay,Yes
REV001010,BKG003794,HTL003,GST00077,2025-12-07,Google,3.9,4,3.7,4,4.1,Convenient hotel,Yes
REV001011,BKG003795,HTL002,GST00054,2026-06-15,Post-stay Survey,4.5,4.2,4.9,5,4.3,Lovely weekend,Yes
REV001012,BKG003811,HTL001,GST00953,2026-08-21,Post-stay Survey,5,5,5,5,4.7,Clean and convenient,Yes
REV001013,BKG003814,HTL002,GST00120,2025-08-27,Google,4.2,4.6,3.3,4.5,3.5,Very comfortable,Yes
REV001014,BKG003817,HTL005,GST00897,2024-05-31,Post-stay Survey,3.7,4.2,3.2,4.3,4,Fine for a short stay,Yes
REV001015,BKG003823,HTL003,GST00125,2024-01-14,Booking.com,4.8,4.4,4.9,4.8,5,Great stay,Yes
REV001016,BKG003831,HTL003,GST01013,2025-08-12,Expedia,3.7,3.3,3.1,3.6,3.8,Mostly positive,Yes
REV001017,BKG003833,HTL006,GST00935,2025-04-09,Tripadvisor,5,5,5,4.5,5,Great stay,Yes
REV001018,BKG003835,HTL006,GST00101,2026-05-28,Tripadvisor,4.4,3.9,4.7,4.2,3.9,Excellent location,Yes
REV001019,BKG003839,HTL001,GST01685,2026-08-26,Booking.com,4.8,4.8,5,4.9,5,Lovely weekend,Yes
REV001020,BKG003852,HTL001,GST00913,2026-05-08,Booking.com,5,5,4.8,4,5,Friendly team,Yes
REV001021,BKG003855,HTL002,GST00022,2025-07-26,Google,4.5,4.5,3.6,4.7,4.6,Lovely weekend,No
REV001022,BKG003857,HTL006,GST01872,2025-05-15,Expedia,4.7,4.9,4.5,4.8,3.6,Friendly team,Yes
REV001023,BKG003861,HTL004,GST00032,2024-06-14,Tripadvisor,4.3,4.1,4.4,3.9,3.7,Good business stay,Yes
REV001024,BKG003863,HTL003,GST02111,2026-05-13,Booking.com,4,4.1,3.5,3.9,4.1,Fine for a short stay,Yes
REV001025,BKG003865,HTL002,GST01220,2024-09-05,Google,3.8,3.9,4.2,4,4.4,Comfortable stay,Yes
REV001026,BKG003871,HTL003,GST01352,2025-02-02,Expedia,4.4,4.1,4.3,4.1,4.8,Lovely weekend,No
REV001027,BKG003872,HTL001,GST01905,2025-06-28,Post-stay Survey,5,5,4.6,4.5,5,Would stay again,Yes
REV001028,BKG003880,HTL001,GST01280,2024-05-01,Post-stay Survey,4.3,4,4.4,4.7,3.9,Friendly team,Yes
REV001029,BKG003885,HTL001,GST01599,2024-12-07,Tripadvisor,2.6,3,2.6,2.8,2.5,Needs improvement,No
REV001030,BKG003887,HTL001,GST00535,2025-07-12,Google,3.9,4.2,3.7,3.8,3,Good overall,Yes
REV001031,BKG003898,HTL002,GST00001,2026-08-05,Google,3.8,3.6,4.4,4.5,3.7,Fine for a short stay,Yes
REV001032,BKG003904,HTL002,GST00968,2026-07-02,Tripadvisor,4.3,4.5,4.1,4.6,4.4,Excellent location,Yes
REV001033,BKG003908,HTL005,GST01177,2024-07-20,Post-stay Survey,3.8,3.8,3.2,3.6,4.1,Comfortable stay,Yes
REV001034,BKG003909,HTL006,GST00755,2025-04-14,Post-stay Survey,4.2,4.9,3.7,3.6,4.5,Clean and convenient,Yes
REV001035,BKG003913,HTL003,GST01999,2025-11-23,Post-stay Survey,4,3.8,3.6,4.3,3.3,Fine for a short stay,Yes
REV001036,BKG003915,HTL003,GST01576,2024-10-09,Booking.com,4.5,4.9,4,5,5,Lovely weekend,Yes
REV001037,BKG003921,HTL001,GST01075,2024-05-17,Google,4.8,5,4.8,5,4.5,Lovely weekend,Yes
REV001038,BKG003934,HTL001,GST00104,2025-05-08,Tripadvisor,4,4.1,3.7,4.2,3.9,Good overall,Yes
REV001039,BKG003945,HTL004,GST00646,2026-01-10,Tripadvisor,4.9,5,5,4.4,5,Great stay,Yes
REV001040,BKG003949,HTL005,GST00133,2024-10-15,Expedia,3.6,3.9,3.9,3.6,3.6,Solid city break,Yes
REV001041,BKG003954,HTL005,GST00227,2024-10-24,Expedia,3.1,3.4,3.2,2.8,3.6,Mixed experience,Yes
REV001042,BKG003956,HTL001,GST01267,2024-12-16,Post-stay Survey,3.8,4,4.2,4.4,3.6,Solid city break,Yes
REV001043,BKG003961,HTL005,GST00601,2024-11-27,Expedia,4.6,4.9,4.1,4.5,4.5,Lovely weekend,Yes
REV001044,BKG003966,HTL004,GST01316,2025-07-26,Google,3.8,3.1,4.4,4.1,4.1,Good overall,Yes
REV001045,BKG003970,HTL001,GST02178,2024-06-01,Booking.com,4.2,4.4,4.7,4.9,4.4,Very comfortable,Yes
REV001046,BKG003976,HTL002,GST00022,2025-06-18,Google,4.6,4.8,5,4.5,4.3,Lovely weekend,Yes
REV001047,BKG003978,HTL004,GST01035,2024-03-03,Booking.com,4.4,4.1,4.3,4.5,4.6,Clean and convenient,Yes
REV001048,BKG003983,HTL003,GST00054,2025-08-29,Booking.com,4.3,4.9,4,5,3.5,Good business stay,Yes
REV001049,BKG003994,HTL001,GST01090,2024-04-01,Booking.com,3.9,4.1,3.9,4.2,3.4,Solid city break,Yes
REV001050,BKG004001,HTL003,GST01728,2025-07-16,Tripadvisor,4.4,4.4,4.7,4.9,4.8,Great stay,Yes
REV001051,BKG004003,HTL006,GST00706,2025-02-06,Google,4.3,4.4,4,4.6,2.7,Would stay again,Yes
REV001052,BKG004004,HTL006,GST01371,2025-11-25,Booking.com,4.4,4.8,4.7,4.5,4.2,Would stay again,Yes
REV001053,BKG004010,HTL004,GST00809,2024-09-22,Google,5,5,4.1,4.9,5,Excellent location,Yes
REV001054,BKG004012,HTL006,GST00294,2024-11-18,Tripadvisor,5,4.7,4.6,4.5,4.6,Good business stay,Yes
REV001055,BKG004016,HTL002,GST01324,2026-06-25,Expedia,4,4.1,4,4.4,4.2,Mostly positive,Yes
REV001056,BKG004017,HTL002,GST00790,2025-01-01,Booking.com,4.9,5,4.7,5,3.9,Great stay,Yes
REV001057,BKG004019,HTL005,GST00142,2025-03-23,Tripadvisor,4.4,4.2,4.1,5,4.9,Excellent location,Yes
REV001058,BKG004024,HTL003,GST00627,2024-08-06,Tripadvisor,3.4,3.5,3.3,3.3,3,Comfortable stay,Yes
REV001059,BKG004027,HTL004,GST01715,2025-09-21,Booking.com,4,4.1,4.1,4.4,3.5,Mostly positive,Yes
REV001060,BKG004028,HTL002,GST00612,2026-04-12,Booking.com,4,4,4.1,3.9,3.8,Mostly positive,Yes
REV001061,BKG004031,HTL003,GST00268,2024-10-07,Expedia,3.1,3.4,3.1,3.3,2.8,Needs improvement,Yes
REV001062,BKG004032,HTL006,GST00904,2024-09-17,Expedia,3.4,3,3.4,3.8,3.1,Mostly positive,Yes
REV001063,BKG004038,HTL002,GST01082,2025-12-28,Google,4.1,4.2,4.3,3.8,4.4,Good overall,Yes
REV001064,BKG004040,HTL001,GST00140,2024-06-20,Booking.com,3.5,2.7,2.9,3.3,3,Convenient hotel,Yes
REV001065,BKG004042,HTL005,GST00963,2025-12-05,Google,3.1,2.9,3.4,3.1,3.1,Not as expected,Yes
REV001066,BKG004043,HTL003,GST01038,2024-08-06,Expedia,5,4.8,4.9,4.8,4.3,Excellent location,Yes
REV001067,BKG004047,HTL004,GST00675,2024-12-29,Google,4.4,4,4.6,5,4.4,Clean and convenient,Yes
REV001068,BKG004050,HTL003,GST00184,2024-07-23,Expedia,4.2,4.5,4.1,4.2,4.2,Good business stay,Yes
REV001069,BKG004051,HTL005,GST01123,2025-08-21,Expedia,3.8,3.9,4,4,3.9,Fine for a short stay,Yes
REV001070,BKG004052,HTL004,GST01461,2024-10-30,Post-stay Survey,4,4.7,4.7,4.5,3.8,Good overall,No
REV001071,BKG004055,HTL006,GST00835,2024-07-19,Google,4.4,4.4,4.7,4.8,3.6,Good business stay,Yes
REV001072,BKG004057,HTL004,GST00001,2025-08-20,Tripadvisor,3.1,3.2,3.1,3.8,4.1,Disappointing stay,Yes
REV001073,BKG004058,HTL003,GST01401,2025-05-10,Post-stay Survey,3.8,4.2,4.6,3.1,4.7,Comfortable stay,Yes
REV001074,BKG004062,HTL005,GST00002,2024-08-24,Expedia,4.6,4.3,4.4,4.5,4.1,Clean and convenient,Yes
REV001075,BKG004065,HTL006,GST01555,2026-05-22,Expedia,4.6,5,4.6,4.6,5,Lovely weekend,No
REV001076,BKG004066,HTL004,GST00291,2024-10-26,Tripadvisor,4.2,4.9,4.3,5,4.7,Great stay,Yes
REV001077,BKG004068,HTL006,GST00342,2025-08-05,Google,4.4,4.7,5,4.3,4.5,Would stay again,Yes
REV001078,BKG004070,HTL004,GST01499,2026-06-15,Post-stay Survey,4,4.3,3.9,4.5,4.5,Good overall,No
REV001079,BKG004071,HTL001,GST00965,2025-12-05,Google,3.7,4.2,3.9,4,4.1,Convenient hotel,Yes
REV001080,BKG004076,HTL001,GST00206,2026-05-13,Expedia,3.9,3.5,4,3.8,3.8,Mostly positive,Yes
REV001081,BKG004077,HTL006,GST01821,2024-04-01,Tripadvisor,3.3,4.1,2.9,3.3,2.5,Solid city break,Yes
REV001082,BKG004088,HTL006,GST01459,2026-06-13,Tripadvisor,4.1,4.1,4.6,4.8,3.6,Convenient hotel,Yes
REV001083,BKG004092,HTL005,GST00335,2025-09-15,Google,4.4,4.4,3.6,4.9,5,Would stay again,Yes
REV001084,BKG004106,HTL005,GST01161,2025-11-05,Post-stay Survey,4.7,4.6,4.8,4.9,5,Friendly team,Yes
REV001085,BKG004107,HTL006,GST00301,2024-09-14,Expedia,5,5,5,5,5,Good business stay,Yes
REV001086,BKG004109,HTL005,GST01739,2026-07-30,Post-stay Survey,4.1,4.8,3.5,4.2,3.9,Comfortable stay,No
REV001087,BKG004117,HTL001,GST00652,2024-09-18,Google,4.4,4.9,4.2,5,4.3,Excellent location,No
REV001088,BKG004119,HTL001,GST00759,2025-09-25,Post-stay Survey,5,5,5,4.4,4.5,Lovely weekend,Yes
REV001089,BKG004123,HTL005,GST02287,2025-08-24,Tripadvisor,4.5,4.9,4.2,4.6,4.3,Good business stay,Yes
REV001090,BKG004126,HTL003,GST02012,2026-05-24,Tripadvisor,3.6,3.3,2.9,3.5,3.2,Fine for a short stay,Yes
REV001091,BKG004128,HTL002,GST00004,2025-04-20,Tripadvisor,3.5,3.2,2.8,3.9,3.7,Good overall,Yes
REV001092,BKG004130,HTL005,GST00944,2026-05-31,Post-stay Survey,4.6,5,5,4.1,4,Lovely weekend,Yes
REV001093,BKG004131,HTL005,GST01390,2026-09-04,Expedia,3.5,3.5,3.5,3.6,3.5,Comfortable stay,Yes
REV001094,BKG004145,HTL002,GST00224,2024-03-03,Tripadvisor,4.1,4.3,4,4.2,4.3,Convenient hotel,Yes
REV001095,BKG004146,HTL005,GST02209,2025-01-22,Expedia,4.4,4.5,3.8,5,3.4,Good business stay,Yes
REV001096,BKG004148,HTL001,GST01678,2025-03-02,Expedia,4.8,5,4.7,4.3,5,Would stay again,Yes
REV001097,BKG004150,HTL001,GST01228,2026-04-13,Booking.com,3.9,4.4,4,4.3,3.7,Fine for a short stay,Yes
REV001098,BKG004158,HTL002,GST00411,2026-05-02,Post-stay Survey,3.5,3.4,3.6,3.4,3.1,Fine for a short stay,No
REV001099,BKG004162,HTL005,GST00943,2025-08-17,Google,4,4.4,3.5,3.6,4.5,Fine for a short stay,Yes
REV001100,BKG004164,HTL001,GST00271,2024-09-03,Tripadvisor,3.9,3.8,4.2,4.4,2.8,Convenient hotel,Yes
REV001101,BKG004179,HTL004,GST00010,2024-09-04,Expedia,3.5,3.5,3.5,3.3,4.1,Convenient hotel,Yes
REV001102,BKG004185,HTL003,GST01157,2025-06-01,Booking.com,3.7,3.3,3.5,3.9,3.7,Fine for a short stay,Yes
REV001103,BKG004186,HTL005,GST01739,2024-11-09,Booking.com,4.7,4.2,4.5,4.7,4.4,Would stay again,No
